model,folder,instance_id,k,reached,resolved,n_assistant_prefix,n_calls_prefix,n_repo_edits_prefix,n_edit_files_prefix,edit_churn_prefix,call_unique_ratio_prefix,n_read_prefix,n_edit_prefix,n_search_prefix,n_test_prefix,n_git_prefix,n_install_prefix,n_other_prefix
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-14710,10,1,True,10,10,0,0,0.0,0.9,0,1,0,5,0,4,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-14710,20,1,True,20,20,0,0,0.0,0.8,0,2,1,12,0,5,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-14710,30,0,True,24,24,0,0,0.0,0.8333333333333334,2,3,1,13,0,5,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-14710,50,0,True,24,24,0,0,0.0,0.8333333333333334,2,3,1,13,0,5,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-14710,75,0,True,24,24,0,0,0.0,0.8333333333333334,2,3,1,13,0,5,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-14894,5,1,True,5,5,0,0,0.0,1.0,0,0,0,3,0,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-14894,10,1,True,10,10,0,0,0.0,1.0,0,0,0,8,0,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-14894,20,1,True,20,20,0,0,0.0,0.95,0,0,2,11,0,7,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-14894,30,1,True,30,30,0,0,0.0,0.9666666666666667,1,2,2,18,0,7,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-14894,50,0,True,31,31,0,0,0.0,0.967741935483871,2,2,2,18,0,7,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-14894,75,0,True,31,31,0,0,0.0,0.967741935483871,2,2,2,18,0,7,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-14983,5,1,True,5,5,0,0,0.0,1.0,0,0,0,5,0,0,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-14983,10,1,True,10,10,0,0,0.0,1.0,0,0,0,10,0,0,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-14983,20,1,True,20,20,0,0,0.0,0.95,0,0,2,14,0,4,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-14983,30,1,True,30,30,0,0,0.0,0.9,0,0,6,19,0,5,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-14983,50,1,True,50,50,1,1,0.0,0.94,0,3,8,32,1,6,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-14983,75,0,True,53,53,1,1,0.0,0.9433962264150944,2,4,8,32,1,6,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-15100,5,1,True,5,5,1,1,0.0,0.8,0,1,0,3,1,0,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-15100,10,1,True,10,10,1,1,0.0,0.9,0,2,0,6,1,1,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-15100,20,0,True,15,15,1,1,0.0,0.9333333333333333,2,3,0,7,1,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-15100,30,0,True,15,15,1,1,0.0,0.9333333333333333,2,3,0,7,1,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-15100,50,0,True,15,15,1,1,0.0,0.9333333333333333,2,3,0,7,1,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-15100,75,0,True,15,15,1,1,0.0,0.9333333333333333,2,3,0,7,1,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25102,5,1,True,5,6,0,0,0.0,1.0,0,0,1,4,0,1,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25102,10,1,True,10,11,0,0,0.0,0.9090909090909091,0,0,2,5,0,4,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25102,20,1,True,20,21,0,0,0.0,0.9523809523809523,0,0,2,8,0,11,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25102,30,1,True,30,31,0,0,0.0,0.9354838709677419,0,0,3,10,2,16,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25102,50,1,True,50,51,1,1,0.0,0.9019607843137255,0,1,3,27,2,18,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25102,75,0,True,62,63,1,1,0.0,0.9047619047619048,2,2,3,35,3,18,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25232,5,1,True,5,8,0,0,0.0,1.0,0,0,0,8,0,0,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25232,10,1,True,10,14,0,0,0.0,1.0,0,1,0,12,1,0,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25232,20,1,True,20,24,0,0,0.0,0.9166666666666666,0,1,0,17,1,5,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25232,30,1,True,30,34,0,0,0.0,0.8823529411764706,0,1,1,25,1,6,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25232,50,0,True,37,41,0,0,0.0,0.9024390243902439,2,2,1,29,1,6,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25232,75,0,True,37,41,0,0,0.0,0.9024390243902439,2,2,1,29,1,6,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25747,5,1,True,5,5,0,0,0.0,0.8,0,0,0,3,0,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25747,10,1,True,10,10,0,0,0.0,0.9,0,0,1,5,0,4,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25747,20,1,True,20,20,0,0,0.0,0.75,0,0,2,11,0,7,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25747,30,1,True,30,30,0,0,0.0,0.8333333333333334,0,0,4,17,0,9,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25747,50,1,True,50,50,2,1,0.5,0.88,0,2,4,24,9,11,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25747,75,0,True,56,56,2,1,0.5,0.8571428571428571,2,3,4,27,9,11,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25931,5,1,True,5,5,0,0,0.0,1.0,0,0,0,5,0,0,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25931,10,1,True,10,10,0,0,0.0,1.0,0,0,0,8,0,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25931,20,1,True,20,20,0,0,0.0,0.9,0,0,2,11,0,7,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25931,30,1,True,30,30,0,0,0.0,0.9,0,1,5,14,0,10,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25931,50,0,True,43,43,1,1,0.0,0.9069767441860465,2,3,5,21,0,12,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25931,75,0,True,43,43,1,1,0.0,0.9069767441860465,2,3,5,21,0,12,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25973,5,1,True,5,6,0,0,0.0,1.0,0,0,0,4,0,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25973,10,1,True,10,11,0,0,0.0,0.7272727272727273,0,0,0,7,0,4,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25973,20,1,True,20,21,0,0,0.0,0.8095238095238095,0,0,0,15,0,6,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25973,30,1,True,30,31,0,0,0.0,0.8709677419354839,0,1,1,22,1,6,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25973,50,0,True,35,36,0,0,0.0,0.8888888888888888,2,2,1,24,1,6,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-25973,75,0,True,35,36,0,0,0.0,0.8888888888888888,2,2,1,24,1,6,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-26194,5,1,False,5,5,0,0,0.0,1.0,0,0,0,3,0,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-26194,10,1,False,10,10,0,0,0.0,0.9,0,0,0,6,0,4,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-26194,20,1,False,20,20,2,1,0.5,0.9,0,2,1,9,0,8,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-26194,30,1,False,30,30,3,2,0.3333333333333333,0.9,0,4,1,14,3,8,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-26194,50,0,False,48,48,6,3,0.5,0.8958333333333334,2,10,1,19,6,10,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-26194,75,0,False,48,48,6,3,0.5,0.8958333333333334,2,10,1,19,6,10,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-26323,5,1,True,5,6,0,0,0.0,1.0,0,1,0,4,0,1,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-26323,10,1,True,10,11,0,0,0.0,1.0,0,1,1,7,0,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-26323,20,1,True,20,21,0,0,0.0,1.0,0,1,1,11,0,8,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-26323,30,1,True,30,31,0,0,0.0,1.0,0,3,1,19,0,8,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-26323,50,0,True,34,35,0,0,0.0,0.9714285714285714,2,4,1,20,0,8,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-26323,75,0,True,34,35,0,0,0.0,0.9714285714285714,2,4,1,20,0,8,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-9288,5,1,True,5,6,0,0,0.0,1.0,0,1,0,4,1,0,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-9288,10,1,True,10,11,0,0,0.0,1.0,0,1,0,6,1,3,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-9288,20,1,True,20,21,0,0,0.0,0.8571428571428571,0,1,2,10,1,7,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-9288,30,1,True,30,31,0,0,0.0,0.8387096774193549,0,2,4,14,1,10,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-9288,50,0,True,44,45,0,0,0.0,0.8444444444444444,2,4,4,23,1,11,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-9288,75,0,True,44,45,0,0,0.0,0.8444444444444444,2,4,4,23,1,11,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10323,5,1,True,5,6,0,0,0.0,1.0,0,0,0,6,0,0,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10323,10,1,True,10,11,2,2,0.0,0.8181818181818182,0,3,0,8,0,0,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10323,20,1,True,20,21,4,2,0.5,0.9047619047619048,0,5,0,11,3,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10323,30,0,True,23,24,4,2,0.5,0.9166666666666666,2,6,0,11,3,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10323,50,0,True,23,24,4,2,0.5,0.9166666666666666,2,6,0,11,3,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10323,75,0,True,23,24,4,2,0.5,0.9166666666666666,2,6,0,11,3,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10435,5,1,False,5,8,0,0,0.0,1.0,0,0,0,4,3,1,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10435,10,1,False,10,13,0,0,0.0,0.9230769230769231,0,1,0,7,3,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10435,20,1,False,20,23,0,0,0.0,0.9565217391304348,1,3,0,14,3,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10435,30,0,False,21,24,0,0,0.0,0.9583333333333334,2,3,0,14,3,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10435,50,0,False,21,24,0,0,0.0,0.9583333333333334,2,3,0,14,3,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10435,75,0,False,21,24,0,0,0.0,0.9583333333333334,2,3,0,14,3,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10449,5,1,True,5,6,0,0,0.0,1.0,0,0,0,5,1,0,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10449,10,1,True,10,14,0,0,0.0,1.0,0,3,1,7,1,1,1
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10449,20,1,True,20,24,0,0,0.0,0.875,0,6,2,10,4,1,1
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10449,30,1,True,30,34,0,0,0.0,0.8529411764705882,0,10,5,12,5,1,1
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10449,50,0,True,45,49,0,0,0.0,0.8979591836734694,2,11,7,20,6,2,1
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10449,75,0,True,45,49,0,0,0.0,0.8979591836734694,2,11,7,20,6,2,1
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10466,5,1,True,5,5,1,1,0.0,1.0,0,1,0,4,0,0,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10466,10,1,True,10,10,1,1,0.0,1.0,0,2,0,6,0,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10466,20,0,True,12,12,1,1,0.0,1.0,2,2,0,6,0,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10466,30,0,True,12,12,1,1,0.0,1.0,2,2,0,6,0,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10466,50,0,True,12,12,1,1,0.0,1.0,2,2,0,6,0,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10466,75,0,True,12,12,1,1,0.0,1.0,2,2,0,6,0,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10614,5,1,False,5,7,0,0,0.0,1.0,0,0,0,7,0,0,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10614,10,1,False,10,14,0,0,0.0,1.0,0,0,0,10,4,0,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10614,20,1,False,20,24,0,0,0.0,1.0,0,1,0,18,5,0,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10614,30,1,False,30,37,0,0,0.0,0.972972972972973,1,1,2,26,5,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10614,50,0,False,35,42,0,0,0.0,0.9761904761904762,3,2,2,28,5,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10614,75,0,False,35,42,0,0,0.0,0.9761904761904762,3,2,2,28,5,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10673,5,1,True,5,9,0,0,0.0,1.0,0,0,0,9,0,0,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10673,10,1,True,10,16,0,0,0.0,1.0,0,0,0,16,0,0,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10673,20,1,True,20,28,0,0,0.0,1.0,1,1,2,24,0,0,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10673,30,1,True,30,38,3,2,0.3333333333333333,1.0,1,5,4,27,0,1,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10673,50,1,True,50,58,7,2,0.7142857142857143,0.9482758620689655,1,11,7,35,2,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-10673,75,0,True,58,67,7,2,0.7142857142857143,0.9402985074626866,3,12,7,36,6,3,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-11445,5,1,True,5,7,1,1,0.0,1.0,0,1,0,4,1,1,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-11445,10,1,True,10,12,2,2,0.0,0.9166666666666666,0,3,0,7,1,1,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-11445,20,1,True,20,22,4,3,0.25,0.9545454545454546,0,7,0,12,1,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-11445,30,0,True,22,24,4,3,0.25,0.9583333333333334,2,7,0,12,1,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-11445,50,0,True,22,24,4,3,0.25,0.9583333333333334,2,7,0,12,1,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-11445,75,0,True,22,24,4,3,0.25,0.9583333333333334,2,7,0,12,1,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-11510,5,1,False,5,10,0,0,0.0,1.0,0,0,0,9,0,1,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-11510,10,1,False,10,16,1,1,0.0,0.9375,0,1,0,14,0,1,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-11510,20,1,False,20,27,1,1,0.0,0.9629629629629629,0,1,0,19,6,1,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-11510,30,1,False,30,38,2,2,0.0,0.9473684210526315,0,3,0,28,6,1,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-11510,50,1,False,50,58,8,2,0.75,0.9482758620689655,0,9,0,37,9,3,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-11510,75,0,False,66,74,10,2,0.8,0.9324324324324325,2,13,0,46,10,3,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7440,5,1,True,5,8,0,0,0.0,1.0,0,0,1,7,0,0,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7440,10,1,True,10,16,0,0,0.0,1.0,0,0,1,12,3,0,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7440,20,1,True,20,29,1,1,0.0,1.0,0,1,1,22,5,0,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7440,30,1,True,30,39,1,1,0.0,0.9743589743589743,0,1,1,30,5,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7440,50,1,True,50,63,3,3,0.0,0.9365079365079365,0,4,1,47,7,4,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7440,75,0,True,54,67,3,3,0.0,0.9402985074626866,2,5,1,47,8,4,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7454,5,1,True,5,8,0,0,0.0,1.0,0,0,0,7,1,0,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7454,10,1,True,10,14,0,0,0.0,1.0,0,0,0,13,1,0,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7454,20,1,True,20,24,0,0,0.0,1.0,0,0,0,23,1,0,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7454,30,1,True,30,34,0,0,0.0,1.0,0,0,0,32,1,1,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7454,50,1,True,50,54,2,2,0.0,0.9814814814814815,0,3,1,47,1,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7454,75,0,True,70,74,3,2,0.3333333333333333,0.972972972972973,2,5,1,55,8,3,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7462,5,1,False,5,5,1,1,0.0,1.0,0,1,0,4,0,0,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7462,10,1,False,10,10,1,1,0.0,0.9,0,2,0,7,0,1,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7462,20,0,False,12,12,1,1,0.0,0.9166666666666666,2,2,0,7,0,1,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7462,30,0,False,12,12,1,1,0.0,0.9166666666666666,2,2,0,7,0,1,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7462,50,0,False,12,12,1,1,0.0,0.9166666666666666,2,2,0,7,0,1,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7462,75,0,False,12,12,1,1,0.0,0.9166666666666666,2,2,0,7,0,1,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7590,5,1,False,5,8,0,0,0.0,1.0,0,0,0,7,1,0,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7590,10,1,False,10,13,0,0,0.0,1.0,0,0,0,11,1,1,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7590,20,1,False,20,23,0,0,0.0,1.0,0,0,0,21,1,1,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7590,30,1,False,30,34,0,0,0.0,1.0,0,0,0,32,1,1,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7590,50,1,False,50,54,1,1,0.0,0.9814814814814815,0,5,0,47,1,1,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7590,75,0,False,70,74,1,1,0.0,0.972972972972973,2,7,0,59,3,3,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7748,5,1,False,5,6,0,0,0.0,1.0,0,0,0,5,1,0,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7748,10,1,False,10,11,0,0,0.0,1.0,0,0,0,10,1,0,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7748,20,1,False,20,21,3,3,0.0,1.0,0,3,0,15,1,2,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7748,30,1,False,30,31,4,3,0.25,0.8709677419354839,0,5,0,21,2,3,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7748,50,0,False,43,44,6,4,0.3333333333333333,0.9090909090909091,2,9,0,25,5,3,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7748,75,0,False,43,44,6,4,0.3333333333333333,0.9090909090909091,2,9,0,25,5,3,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7757,5,1,True,5,8,0,0,0.0,1.0,0,0,0,7,1,0,0
Claude 4.6 Opus,20260217_mini-v2.0.0_claude-4-6-opus,sphinx-doc__sphinx-7757,10,1,True,10,13,0,0,0.0,1.0,0,1,0,10,1,1,0
